Business Process Name,Description,Process owner,Diagram URL
4.3.2 Produce and Assemble Products 2.00,Key Actvities:,Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=2e565565-61c4-4dd0-b4c2-03bbbd45659c&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.2.1 Manage raw material inventory (Material Movements from Mfg Floor) 2.00,"Manage raw material inventory (Material Movements from Mfg Floor)
Shortages and extra's",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=ceb3e033-ff96-4933-b33c-b14b6be37f9e&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.2.2A Execute detailed line schedule (Production Order Assignment & Material Issue) 1.00,"Key Activities:
Assign production orders
Pick and issue materials
:",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=1bda4c6a-78f6-4e40-868e-362ca437c39a&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.2.2B Execute detailed line schedule (Assembly Testing) 2.00,"Execute detailed line schedule (Assembly Testing)
Assemble tool
test tool
BPS tool",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=6834889e-fcfc-4a18-af24-67de55e227f4&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.2.2D Execute detailed line schedule (time approval) 1.00,"Execute detailed line schedule
Record & approve time writing/durations",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=df67732e-dff8-46ae-b6a1-6d2cc1a19295&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.2.2E Execute detailed line schedule (Resolution Implemention) 1.00,Update design Ticket with updated BOM / Drawing or Procedure,Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=62b7c4dd-6d76-46e3-b643-b8d183d0d96a&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.2.2F Execute detailed line schedule (exception handling 1.00,"Execute detailed line schedule (exception handling)
Resolve issue that occur during assembly process",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=aa2a15ec-bac0-4e3f-b43a-f671015fc0fd&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.2.2G R&C Execute detailed line schedule (Assembly Testing) 1.00,"Key Activities:
Training of new or re-assigned production staff",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=048b29ae-fdbe-4e02-92b2-9d21a724f600&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.2.5B Monitor and optimize production process (Modify Prod Ord confirmation) 2.00,"Key activities:
Manufacturing or finance originating administrative corrections of Production orders, potential requiring to re-open, modify and re-execute Production Order closure",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=e4c68a92-43f1-4c34-882e-1261aaaf485a&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.2.5C Monitor and optimize production process (SSD) 1.00,"SSD: Shipment Specification Deviation:
Key activities:
Establishing / registering the need, content, possibility to resolve potentially short-shipped materials and initiate follow-up actions to resolve",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=f7c68e2a-ed8d-4860-9d29-1b51214fd9d4&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.2.5D Monitor and optimize production process (Spares) 2.00,"Key activities:
Dis/ assemble kit
Receipt created goods followed by Production Order technical completion
Tigger creation of Equipment master, I-base and Measurment documents",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=eb6201d9-0e2b-4bce-a321-aa752aa9552a&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.2.6 R&C Assess production performance (Production Mtg) 1.00,"Key Activities:
Identify and manage/mitigate manufacturing inefficiencies and delays",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=3cc3c500-d5f9-4e5e-9cb1-d786958856f1&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.3 Perform quality testing (Perform quality inspection) 1.00,Perform quality testing,Quality BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=2154ea76-8657-4212-8102-ad6bb8bf458c&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.3.1 Calibrate Test Equipment (Internal) 1.00,The objective of this process diagram is to start internal periodical calibration of measurement or test equipment.,Quality BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=04b74e77-75c9-48c5-9399-bb4b7f25c327&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.3.1A 1-Calibrate Test Equipment(External) 2.00,The objective of this process diagram is to explain the calibration of ASM equipment performed by an external party.,Quality BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=e63f2043-c9c0-4397-b761-f0a8f2eab054&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.3.3.5 R&C Take corrective or preventive action 1.00,"The objective of this process diagram is to define the follow up of reported non-conformances, reported in Power BI to avoid recurrence of these issues",Quality BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=842c9091-767a-41e3-b8cf-54ae974b7495&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.2 Plan and manage inbound material flow 1.00,"Key activities:
Receive and internally distribute incoming goods",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=5efc80b9-54f3-4631-a394-d5bdbec3eeb7&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.2.2 -PGR Manage Inbound Material Flow (Problematic Goods Receipt) 1.00,"PGR: Problematic Goods Receipt
Key activities:
Create PGR activity and mark \ relocate goods
Investigate issue and determine resolution path, either: Enable regular receival
Arrange vendor pick-up
initiate inventory adjust\ scrap
Periodical evaluate PGR sistation based on Power BI reporting",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=6110973c-4b26-44cf-a920-6e7db3b348af&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.2.2A Manage Inbound Material Flow (Goods Receipt) 2.00,"PGR: Problematic Goods Receipt
Key Activities:
Shipment identified and accepted from freight forwarder
Moved to PGR area if either:Damaged or has a quantity mismatch
Not found is SAP and no ASM recipient known
Else Goods Receipt is confirmed",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=ba727c89-f8ab-4cfa-869f-a4f396e21ff6&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.2.2B Manage Inbound Material Flow (distribution) 1.00,"Key activities:
Print applicable labels for received goods
If goods require inspection dispatch to QA location
Depending on requirement distribute goods to either:Warehouse Storage
Shipping if intended to be cross docked
Hand over to PO recipient if order by indirect PO
Inform RMA coordinator if shipped under ARM",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=bf9b4608-7bbd-4657-b109-74d36e50101a&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.2.2C Manage Inbound Material Flow (Putaway) 1.00,"Key activities:
Store material
Register material movement in warehouse location with RFID capability",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c878e305-6355-4105-8298-10c03e757a74&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.2.2E First Article Inspection (First Article GR Inspection - Physical Verification) 1.00,"The objective of this process diagram is to check first article deliveries
Key activities:
Receive material for First article inspection and create inspection lot
Inspect, record observation, indicate deviations
On inspection failure, trigger quality notification and move material to MRB warehouse location
On inspection pass, return to inbound process or hand over in case Second source first article inspection",Quality BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=89595f66-1a38-4468-b3e4-7520dcce8bf5&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.2.2F Follow up activity ARM 2.00,"Key activities:
Determine and select the next actions for a received ARM task",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=3be8e37c-4e46-4752-8b1e-5f47baeb3975&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.2.6 Salvage or repair returned products (CKM Kit Cleaning) 1.00,"Key activities:
Provide a 3rd party supplier a dirty CKM Kit to ""clean""
After their investigation judge, discuss, approve their: - cost estimate - material requests (consumables, fallout)
Trigger the fulfillment material request and update PO
Receive cleaned kit (potentially virtual)",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=1cb06248-d478-40c7-b34d-340ea05602bb&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.3 Operate Warehousing 1.00,"Key activities:
Pick kit and audit and distribute materials for Production Orders
Pick, pack and ship outgoing goods
Ensure inventory consistency by:Executing cycle counts and
Enabling inventory correction
Oversight on 3rd part logistics partners
Execute inter warehouse goods movements",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=8142f585-43a9-41d9-ac9f-ab28f9a70fba&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.3.1A Manage and track inventory deployment 2.00,"Key activities:
Determine material to be picked per Production Order
Pick, label and confirm required material",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=e7e9d5ff-932a-4282-94f3-98a299482e85&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.3.1B Manage and track inventory deployment 2.00,"Key activities:
Deliver material kits to work centers
Scan material in RFID enabled locations for tracking purpose
Post Goods Issue and in case resolve error",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=34d51ca2-6d70-4aad-b3a4-4e967a884d51&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
"4.4.3.4 Pick, pack, and ship product for delivery 1.00","Key activities:
Clean goods
Finalize creation of shipment formalities
(e.g. EC Declarations, Packing BOM/ List, Labels)
Optional Buy-off goods and trigger resolution of observed issue
Breakdown Package and prepare to Ship goods
In case of potential shipment discrepancies decided on resolution eg by Short Shipment",Manufacturing BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=e266883a-5845-4baf-966d-1e70edc50ced&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.3.4.1 Design Re-Usable Crate 1.00,"Key Activities
Design re-usable packaging solution
Test the de design
Create a Material Master for the design to make it part of the configuration",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=2ef12fd8-3a47-4295-954a-eaea88468615&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.3.5 -CC Track inventory accuracy (Cycle Count) 1.00,"Key activities:
For annual or periodic cycle count:Generate physical inventory document
Count, record actual inventory situation
If not matching re-count 2x
If still out of synch initiate inventory level correction",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=7fe7e2c6-8fca-43d7-85ca-ce034097a160&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.3.5 -GSNIA Track Inventory Accuracy (Goods Scrap Notification Inventory Adjustment) 1.00,"GSNIA: Goods Scrap Note Inventory Adjustment
CAPA: Corrective And Preventive Action
Key activities:
Create the GSNIA and CAPA
Route the GSNIA for approval
On approval execute either: Inventory adjustment (automated)
Physical scraping by marking and collection of goods
sorting collection/ scrap evidence and posting of the GSNIA",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=2d59c692-39b3-4f3c-8199-4e712859219b&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.3.6 R&C Track third-party logistics storage and shipping performance 1.00,Monitor & Track third-party logistics storage and shipping performance,Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=18682da5-013f-45be-b48c-3deb19d861c3&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.3.8A Manage Warehouse Transfers (EWM2IM) 2.00,"Key activities:
Post the transfer
Auto create the outbound and distribution
Trigger the goods picking and transfer from EWM > IM
(e.g: for MRB Material Review Board)
Trigger the goods picking and handover from EWM > shipping
(e.g. 8860: Outbound finished goods FEMS)",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=bd171e98-3efd-463f-829e-097c445e70d7&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.3.8B Manage Warehouse Transfers (from IM warehouse) 2.00,"Key activities:
Post the transfer
Auto create inbound and good receipt in the EWM warehouse
Trigger put away and confirmation",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=fc465437-5771-41a8-862a-1ee7c4fa0f2c&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.3.8C Manage Warehouse Transfers (IM2IM) 1.00,"IM: Inventory Management (warehousing type)
Key activities:
Execute a goods movement between IM storage locations",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=a5307170-8b44-4816-8da0-9dc678470c90&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.3.8D Manage Warehouse Transfers Bin Management in EWM 1.00,"Key activities:
Item transfer between bins.",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=cdda79e9-d038-477d-9cb3-18a22f4e7280&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.3.8E Manage Warehouse Transfers RTS (Returns To Stock) 1.00,"Key activities:
Posting of transfer of returned goods
Auto creation of:
- Warehouse inbound
- Distribution
Triggering goods storage",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c183c5eb-6527-4e72-91fd-91a1272e43d2&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.3.8F Manage Warehouse Transfers Returns EWM movement type 262 1.00,"Key activities:
Reverse material consumption by a negative quality on original Production Order
Trigger goods storage",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=9870b33e-77df-4444-bbcc-86451ba3f646&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.4 Operate outbound transportation 1.00,"Key activities:
Trigger picking packing and shipment for outgoing goods
Monitor process to optimize freight, duty and taxes",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=2b653e57-657f-4ea2-8fc3-35914fa53d52&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
"4.4.4.1 Plan, transport and deliver outbound product 2.00","Key Activities:
Physical shipment of goods by:Picking, Packing and optimally staging and consolidation of shipments
Booking freight forwarder and issue of goods to them (shipment)
Processing of Confirmation of Deliver",Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=734c5c1f-5597-4027-86cc-3c50dd7d22b0&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
4.4.4.4 R&C Process and audit carrier invoices and documents 2.00,Process and audit carrier invoices and documents,Supply Chain Logistics BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=0434d840-6ecc-4fdd-9bb6-b64012ee2f1a&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.0.0 IQ&S Data Consumption 2.00,"Key Activities:
Listing of by IQ&S roles general accessible display only SAP transactions (T-Code's & Fiori Apps)",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=5bc8a3a1-be8e-4d56-9c64-757eeaeffccb&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.1 Initiate service delivery 1.00,Service Order initiation overview,Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=074bace5-737d-44d7-8d44-60276025b7a9&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.1.7 -CO Create Service Order ZMCO: field Change Order 3.00,"Key activities:
Create Change Order or Product support Service Order based on various request
Trigger execution or related material ordering
Monitor service orders progress especially safety related once",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c4f1d976-ad48-460c-a102-b9b5f1709972&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.1.7 -IQ Create Service Order ZMIQ: Install & Qualification 2.00,"Key Activities:
Installation and QualificationPlanning and Budgeting based on Opportunities in SHaRP
Creation and release of related Service Order",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=33e0a7b4-835a-42d8-8926-d769048450fa&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.1.7 -KM Create Service Order ZMKM: Complete Kit Management 2.00,"Key activities:
Create Release and replicate Kit Managment Serve Order based on various requests
Assing the task and trigger Kit ordering",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=e3b5c4be-8ccc-46e6-b231-93bc875bec48&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.1.7 -PD Create Service Order ZMPD: PaiD 2.00,"Key activities:
Create and release a paid service order
Create and estimated quote for the customer
Away receival of purchase order in case of conforming service is requested
Schedule and execute the service
Trigger Service Order completion",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=e488ad20-37e2-4259-9b3c-47b489fdef91&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.1.7 -PS Create Service Order ZMPS: Product Support 1.00,"Key activities:
Create Change Order or Product support Service Order based on various request
Trigger execution or related material ordering
Monitor service orders progress especially safety related once",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=5ddaf96c-11d2-4668-8b7e-fa86075f0236&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.1.7 -PS_SSD Create Service Order ZMPS: PS Short Shipment Deviation 1.00,"Key activities:
Create Change Order or Product support Service Order based on various request
Trigger execution or related material ordering
Monitor service orders progress especially safety related once",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=44c754f4-5a3b-482d-82db-cfe951adde34&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
"5.3.1.7 -RP Create Service Order ZMRP: Maintenance, RePair 1.00","Key activities:
Create Repair Service Order
Execute the trouble shooting and then eitherRequest required materials
Trigger Service Order completion",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=c7266e60-3402-487c-b1d1-67172eb2df8d&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
"5.3.1.7.1 Correct, update Service Order 1.00","Key activities:
Correct or update exiting Service Order
(No change of type)",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=19a0f5d1-019f-459d-ba29-3934f2656a95&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.2 Execute Service Delivery 1.00,"Key Activities:
Execution of any type of Serves Order consisting of e.g :Obtaining required material form e.g ""on-site"" consignment stock or ASM o
Physically installation of material triggering raising of QN if un-successful
Triggering material return process for:
- surplus, in-correctly delivered, broken or used material
Triggering administrative Service Order completion",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=0c19de25-a72a-4589-b426-727c6daeb4be&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.2.4 R&C Identify progress on installation service execution 1.00,"Key Activities:
Weekly review of actual equipment installation progress against schedule and initiation of specific / additional follow-up",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=971b5a99-0c53-4442-a7f5-d1a1871f53a6&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.2.6 -Have Field Service parts request 1.00,"Key Activities:
Record consumption of on side consigned material to ensure their replenishment",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=f522e450-ff5e-4aab-a1fe-1242c45ebb0e&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.2.6 -Need Field Service parts delivery 1.00,"Key activities:
Triggering material demand for any Service Order types",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=a57f55b9-5a21-4bd9-99cd-ea5ac31ad111&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
5.3.2.6 Tool/ Parts Installation 1.00,"Key activities:
Verify the completeness of material set
Physically install materials \ equipment
Register and trigger follow on material delivery and functional issue
by Non-conformance's
Trigger Service Order completion",Installation & Services BPO,https://adonis-asm.de.boc-cloud.com/?repoid=f80f3f04-1bd5-41b1-ad51-9bfe639be6ed&id=adea1dc5-0b23-457a-8667-e5773a9940fb&libObjID=aee098ea-071d-4150-8ce9-011eaf93643f&at=1&t=view&vt=graphical&scenarioID=anp_scenario_1_design_and_document&lang=en
